sample_id,frame,simulation_time,ego_speed_kmh,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,lidar_points,semantic_points,adaptive_cells,terrain_cells,static_cells,vehicle_cells,pedestrian_cells,road_cells,sidewalk_cells,minimum_resolution_m,maximum_resolution_m,front_vehicle_type,front_vehicle_distance_m,collision_count,raw_lidar_file,semantic_lidar_file,adaptive_grid_file
38029,89669,4125.588,23.332,-52.777,39.787,0.002,-0.058,0.001,81.548,25849,47219,15497,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038029.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038029.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038029.npz
38030,89671,4125.688,23.372,-52.707,40.431,0.002,-0.049,0.001,82.697,25796,47046,17725,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038030.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038030.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038030.npz
38031,89673,4125.788,23.404,-52.645,41.076,0.002,-0.042,0.001,83.668,25936,47246,15407,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038031.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038031.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038031.npz
38032,89675,4125.888,23.428,-52.591,41.723,0.002,-0.036,0.001,84.49,25905,47177,17759,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038032.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038032.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038032.npz
38033,89677,4125.988,23.447,-52.543,42.372,0.002,-0.03,0.001,85.187,25966,47340,15321,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038033.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038033.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038033.npz
38034,89679,4126.088,23.462,-52.502,43.021,0.002,-0.026,0.001,85.781,25938,47294,17731,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038034.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038034.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038034.npz
38035,89681,4126.188,23.473,-52.465,43.671,0.002,-0.022,0.001,86.289,25803,47273,15248,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038035.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038035.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038035.npz
38036,89683,4126.288,23.482,-52.432,44.321,0.002,-0.019,0.001,86.724,25770,47298,17622,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038036.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038036.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038036.npz
38037,89685,4126.388,23.489,-52.403,44.972,0.002,-0.017,0.001,87.099,25965,47314,15202,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038037.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038037.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038037.npz
38038,89687,4126.488,23.495,-52.377,45.623,0.002,-0.014,0.0,87.424,25986,47285,17611,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038038.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038038.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038038.npz
38039,89689,4126.588,23.499,-52.353,46.274,0.002,-0.013,0.0,87.705,26061,47473,15062,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038039.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038039.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038039.npz
38040,89691,4126.688,23.502,-52.333,46.925,0.002,-0.011,0.0,87.95,25851,47301,17635,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038040.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038040.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038040.npz
38041,89693,4126.788,23.504,-52.314,47.577,0.002,-0.01,0.0,88.165,26123,47500,15103,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038041.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038041.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038041.npz
38042,89695,4126.888,23.506,-52.297,48.229,0.002,-0.008,0.0,88.352,26102,47371,17692,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038042.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038042.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038042.npz
38043,89697,4126.988,23.508,-52.282,48.88,0.002,-0.007,0.0,88.517,26108,47644,15219,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038043.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038043.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038043.npz
38044,89699,4127.088,23.509,-52.268,49.532,0.002,-0.007,0.0,88.663,26057,47400,17717,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038044.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038044.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038044.npz
38045,89701,4127.188,23.51,-52.256,50.184,0.002,-0.006,0.0,88.791,25930,47666,15185,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038045.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038045.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038045.npz
38046,89703,4127.288,23.51,-52.244,50.836,0.002,-0.005,0.0,88.905,26209,47447,17715,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038046.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038046.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038046.npz
38047,89705,4127.388,23.511,-52.234,51.488,0.002,-0.005,0.0,89.005,26271,47658,15182,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038047.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038047.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038047.npz
38048,89707,4127.488,23.511,-52.225,52.14,0.002,-0.004,0.0,89.096,25863,47513,17643,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038048.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038048.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038048.npz
38049,89709,4127.588,23.509,-52.216,52.792,0.002,-0.004,0.0,89.176,26302,47660,15264,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038049.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038049.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038049.npz
38050,89711,4127.688,23.509,-52.208,53.444,0.002,-0.003,0.0,89.246,26085,47496,17535,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038050.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038050.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038050.npz
38051,89713,4127.788,23.509,-52.201,54.096,0.002,-0.003,0.0,89.309,26093,47608,15320,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038051.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038051.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038051.npz
38052,89715,4127.888,23.509,-52.194,54.748,0.002,-0.003,0.0,89.364,26136,47451,17697,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038052.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038052.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038052.npz
38053,89717,4127.988,23.509,-52.188,55.4,0.002,-0.002,0.0,89.414,26221,47611,15350,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038053.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038053.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038053.npz
38054,89719,4128.088,23.507,-52.182,56.052,0.002,-0.002,0.0,89.46,26048,47417,17669,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038054.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038054.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038054.npz
38055,89721,4128.188,23.505,-52.177,56.704,0.002,-0.002,0.0,89.5,26255,47590,15404,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038055.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038055.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038055.npz
38056,89723,4128.288,23.504,-52.172,57.356,0.002,-0.002,0.0,89.535,25940,47382,17589,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038056.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038056.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038056.npz
38057,89725,4128.388,23.504,-52.168,58.008,0.002,-0.001,0.0,89.566,26102,47594,15287,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038057.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038057.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038057.npz
38058,89727,4128.488,23.505,-52.163,58.659,0.002,-0.001,0.0,89.594,26093,47326,17625,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038058.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038058.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038058.npz
38059,89729,4128.588,23.506,-52.159,59.311,0.002,-0.001,0.0,89.619,26279,47786,15506,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038059.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038059.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038059.npz
38060,89731,4128.688,23.507,-52.155,59.963,0.002,-0.001,0.0,89.642,25843,47237,17524,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038060.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038060.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038060.npz
38061,89733,4128.788,23.507,-52.152,60.615,0.002,-0.001,0.0,89.662,26193,47832,15630,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038061.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038061.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038061.npz
38062,89735,4128.888,23.506,-52.148,61.267,0.002,-0.001,0.0,89.681,25885,47194,17526,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038062.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038062.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038062.npz
38063,89737,4128.988,23.506,-52.145,61.919,0.002,-0.001,0.0,89.697,26337,47875,15679,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038063.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038063.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038063.npz
38064,89739,4129.088,23.506,-52.142,62.571,0.002,-0.001,0.0,89.712,25674,47116,17410,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038064.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038064.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038064.npz
38065,89741,4129.188,23.506,-52.139,63.223,0.002,-0.001,0.0,89.725,26314,47958,15822,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038065.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038065.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038065.npz
38066,89743,4129.288,23.505,-52.136,63.875,0.002,-0.001,0.0,89.737,25646,47052,17377,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038066.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038066.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038066.npz
38067,89745,4129.388,23.505,-52.133,64.527,0.002,-0.001,0.0,89.747,26402,48044,15779,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038067.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038067.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038067.npz
38068,89747,4129.488,23.506,-52.13,65.179,0.002,-0.0,0.0,89.757,25837,47127,17527,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038068.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038068.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038068.npz
38069,89749,4129.588,23.506,-52.128,65.831,0.002,-0.0,0.0,89.765,26518,48069,15969,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038069.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038069.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038069.npz
38070,89751,4129.688,23.507,-52.125,66.483,0.002,-0.0,0.0,89.773,25969,47225,17446,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038070.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038070.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038070.npz
38071,89753,4129.788,23.508,-52.123,67.135,0.002,-0.0,0.0,89.779,26466,48098,15884,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038071.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038071.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038071.npz
38072,89755,4129.888,23.509,-52.12,67.787,0.002,-0.0,0.0,89.786,25865,47192,17456,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038072.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038072.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038072.npz
38073,89757,4129.988,23.509,-52.118,68.439,0.002,-0.0,0.0,89.791,26367,48131,15846,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038073.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038073.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038073.npz
38074,89759,4130.088,23.51,-52.116,69.091,0.002,-0.0,0.0,89.796,25956,47133,17452,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038074.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038074.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038074.npz
38075,89761,4130.188,23.51,-52.114,69.743,0.002,-0.0,0.0,89.8,26600,48133,15853,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038075.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038075.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038075.npz
38076,89763,4130.288,23.511,-52.111,70.395,0.002,-0.0,0.0,89.804,25849,47114,17403,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038076.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038076.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038076.npz
38077,89765,4130.388,23.511,-52.109,71.047,0.002,-0.0,0.0,89.808,26425,48168,15791,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038077.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038077.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038077.npz
38078,89767,4130.488,23.511,-52.107,71.699,0.002,-0.0,0.0,89.811,25950,47111,17420,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038078.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038078.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038078.npz
38079,89769,4130.588,23.512,-52.105,72.351,0.002,-0.0,0.0,89.814,26483,48162,15837,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038079.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038079.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038079.npz
38080,89771,4130.688,23.512,-52.103,73.003,0.002,-0.0,0.0,89.816,25956,47109,17409,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038080.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038080.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038080.npz
38081,89773,4130.788,23.512,-52.101,73.655,0.002,-0.0,0.0,89.819,26706,48126,15965,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038081.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038081.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038081.npz
38082,89775,4130.888,23.512,-52.099,74.307,0.002,-0.0,0.0,89.821,26020,47155,17419,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038082.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038082.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038082.npz
38083,89777,4130.988,23.512,-52.097,74.959,0.002,-0.0,0.0,89.823,26403,48087,15863,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038083.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038083.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038083.npz
38084,89779,4131.088,23.51,-52.095,75.611,0.002,-0.0,0.0,89.824,25922,47180,17355,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038084.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038084.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038084.npz
38085,89781,4131.188,23.509,-52.093,76.263,0.002,-0.0,0.0,89.826,26275,48020,15687,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038085.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038085.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038085.npz
38086,89783,4131.288,23.509,-52.091,76.915,0.002,-0.0,0.0,89.827,25919,47187,17363,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038086.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038086.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038086.npz
38087,89785,4131.388,23.509,-52.089,77.567,0.002,-0.0,0.0,89.828,26371,47986,15745,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038087.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038087.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038087.npz
38088,89787,4131.488,23.51,-52.087,78.219,0.002,-0.0,0.0,89.829,25824,47182,17312,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038088.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038088.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038088.npz
38089,89789,4131.588,23.51,-52.085,78.871,0.002,-0.0,0.0,89.83,26147,47880,15594,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038089.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038089.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038089.npz
38090,89791,4131.688,23.51,-52.083,79.524,0.002,-0.0,0.0,89.831,25886,47220,17255,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038090.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038090.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038090.npz
38091,89793,4131.788,23.511,-52.081,80.176,0.002,-0.0,0.0,89.832,26369,47813,15676,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038091.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038091.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038091.npz
38092,89795,4131.888,23.511,-52.08,80.828,0.002,-0.0,0.0,89.833,25821,47208,17244,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038092.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038092.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038092.npz
38093,89797,4131.988,23.509,-52.078,81.48,0.002,-0.0,0.0,89.833,26297,47654,15762,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038093.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038093.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038093.npz
38094,89799,4132.088,23.508,-52.076,82.132,0.002,-0.0,0.0,89.834,25967,47191,17234,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038094.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038094.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038094.npz
38095,89801,4132.188,23.508,-52.074,82.784,0.002,-0.0,0.0,89.834,26042,47573,15640,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038095.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038095.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038095.npz
38096,89803,4132.288,23.509,-52.072,83.436,0.002,-0.0,0.0,89.835,25875,47233,17023,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038096.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038096.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038096.npz
38097,89805,4132.388,23.509,-52.07,84.088,0.002,-0.0,0.0,89.835,26092,47456,15571,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038097.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038097.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038097.npz
38098,89807,4132.488,23.509,-52.068,84.74,0.002,-0.0,0.0,89.836,25838,47235,16998,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038098.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038098.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038098.npz
38099,89809,4132.588,23.51,-52.067,85.392,0.002,-0.0,0.0,89.836,26239,47381,15589,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038099.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038099.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038099.npz
38100,89811,4132.688,23.51,-52.065,86.044,0.002,-0.0,0.0,89.836,25944,47153,17062,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038100.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038100.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038100.npz
38101,89813,4132.788,23.511,-52.063,86.696,0.002,-0.0,0.0,89.836,25921,47303,15304,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038101.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038101.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038101.npz
38102,89815,4132.888,23.511,-52.061,87.348,0.002,-0.0,0.0,89.837,25977,47173,16943,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038102.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038102.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038102.npz
38103,89817,4132.988,23.511,-52.059,88.0,0.002,-0.0,0.0,89.837,26113,47327,15404,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038103.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038103.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038103.npz
38104,89819,4133.088,23.512,-52.057,88.652,0.002,-0.0,0.0,89.837,25856,47195,16733,0,0,0,0,0,0,0.05,0.5,,35.0,1096,D:\python_carla\simulation_dataset\raw_lidar\lidar_038104.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_038104.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_038104.npz
